GeneID	GeneSymbol	Alias	Links	Cytoband	FullName	GeneType	Regulation	log2FoldChange	Adjusted_P-value
7015	TERT	CMM9|DKCA2|DKCB4|EST2|PFBMFT1|TCS1|TP2|TRT|hEST2|hTRT	MIM:187270|HGNC:HGNC:11730|Ensembl:ENSG00000164362|Vega:OTTHUMG00000090357	5p15.33	telomerase reverse transcriptase	protein-coding	Up	8.61	0.000899
7018	TF	HEL-S-71p|PRO1557|PRO2086|TFQTL1	MIM:190000|HGNC:HGNC:11740|Ensembl:ENSG00000091513|Vega:OTTHUMG00000150356	3q22.1	transferrin	protein-coding	Up	8.94	8.78e-10
7020	TFAP2A	AP-2|AP-2alpha|AP2TF|BOFS|TFAP2	MIM:107580|HGNC:HGNC:11742|Ensembl:ENSG00000137203|Vega:OTTHUMG00000014235	6p24.3	transcription factor AP-2 alpha	protein-coding	Up	8.63	0.000287
7021	TFAP2B	AP-2B|AP2-B|PDA2	MIM:601601|HGNC:HGNC:11743|Ensembl:ENSG00000008196|Vega:OTTHUMG00000014836	6p12.3	transcription factor AP-2 beta	protein-coding	Up	12.92	0.000433
7033	TFF3	ITF|P1B|TFI	MIM:600633|HGNC:HGNC:11757|Ensembl:ENSG00000160180|Vega:OTTHUMG00000086798	21q22.3	trefoil factor 3	protein-coding	Down	-4.9	2.59e-07
7049	TGFBR3	BGCAN|betaglycan	MIM:600742|HGNC:HGNC:11774|Ensembl:ENSG00000069702|Vega:OTTHUMG00000010097	1p22.1	transforming growth factor beta receptor 3	protein-coding	Down	-5.83	0.00781
7051	TGM1	ARCI1|ICR2|KTG|LI|LI1|TGASE|TGK	MIM:190195|HGNC:HGNC:11777|Ensembl:ENSG00000092295|Vega:OTTHUMG00000029329	14q12	transglutaminase 1	protein-coding	Down	-6.75	1.22e-05
7070	THY1	CD90|CDw90	MIM:188230|HGNC:HGNC:11801|Ensembl:ENSG00000154096|Vega:OTTHUMG00000166202	11q23.3	Thy-1 cell surface antigen	protein-coding	Up	3.05	0.00336
7080	NKX2-1	BCH|BHC|NK-2|NKX2.1|NKX2A|NMTC1|T/EBP|TEBP|TITF1|TTF-1|TTF1	MIM:600635|HGNC:HGNC:11825|Ensembl:ENSG00000136352|Vega:OTTHUMG00000140225	14q13.3	NK2 homeobox 1	protein-coding	Down	-12.27	8.6e-05
7083	TK1	TK2	MIM:188300|HGNC:HGNC:11830|Ensembl:ENSG00000167900|Vega:OTTHUMG00000150674	17q25.3	thymidine kinase 1	protein-coding	Up	4.17	0.00348
7104	TM4SF4	ILTMP|il-TMP	MIM:606567|HGNC:HGNC:11856|Ensembl:ENSG00000169903|Vega:OTTHUMG00000159619	3q25.1	transmembrane 4 L six family member 4	protein-coding	Up	6.77	0.000114
7122	CLDN5	AWAL|BEC1|CPETRL1|TMVCF	MIM:602101|HGNC:HGNC:2047|Ensembl:ENSG00000184113|Vega:OTTHUMG00000150441	22q11.21	claudin 5	protein-coding	Down	-5.16	0.000108
7124	TNF	DIF|TNF-alpha|TNFA|TNFSF2|TNLG1F	MIM:191160|HGNC:HGNC:11892|Ensembl:ENSG00000232810|Vega:OTTHUMG00000031194	6p21.33	tumor necrosis factor	protein-coding	Up	4.52	0.0254
7153	TOP2A	TOP2|TP2A	MIM:126430|HGNC:HGNC:11989|Ensembl:ENSG00000131747|Vega:OTTHUMG00000155008	17q21.2	topoisomerase (DNA) II alpha	protein-coding	Up	5.35	3.61e-05
722	C4BPA	C4BP|PRP	MIM:120830|HGNC:HGNC:1325|Ensembl:ENSG00000123838|Vega:OTTHUMG00000036173	1q32.2	complement component 4 binding protein alpha	protein-coding	Down	-11.32	1.04e-06
727	C5	C5D|C5a|C5b|CPAMD4|ECLZB	MIM:120900|HGNC:HGNC:1331|Ensembl:ENSG00000106804|Vega:OTTHUMG00000020579	9q33.2	complement C5	protein-coding	Down	-3.21	0.00506
727897	MUC5B	MG1|MUC-5B|MUC5|MUC9	MIM:600770|HGNC:HGNC:7516|Ensembl:ENSG00000117983|Vega:OTTHUMG00000166494	11p15.5	"mucin 5B, oligomeric mucus/gel-forming"	protein-coding	Up	9.76	0.000125
7280	TUBB2A	CDCBM5|TUBB|TUBB2	MIM:615101|HGNC:HGNC:12412|Ensembl:ENSG00000137267|Vega:OTTHUMG00000014135	6p25.2	tubulin beta 2A class IIa	protein-coding	Up	3.25	0.0497
7291	TWIST1	ACS3|BPES2|BPES3|CRS|CRS1|CSO|SCS|TWIST|bHLHa38	MIM:601622|HGNC:HGNC:12428|Ensembl:ENSG00000122691|Vega:OTTHUMG00000090821	7p21.1	twist family bHLH transcription factor 1	protein-coding	Up	5.68	0.0326
7345	UCHL1	HEL-117|HEL-S-53|NDGOA|PARK5|PGP 9.5|PGP9.5|PGP95|Uch-L1	MIM:191342|HGNC:HGNC:12513|Ensembl:ENSG00000154277|Vega:OTTHUMG00000099377	4p13	ubiquitin C-terminal hydrolase L1	protein-coding	Up	4.94	6.58e-05
7356	SCGB1A1	CC10|CC16|CCPBP|CCSP|UGB|UP-1|UP1	MIM:192020|HGNC:HGNC:12523|Ensembl:ENSG00000149021|Vega:OTTHUMG00000167526	11q12.3	secretoglobin family 1A member 1	protein-coding	Down	-9.86	5.21e-09
7368	UGT8	CGT|UGT4	MIM:601291|HGNC:HGNC:12555|Ensembl:ENSG00000174607|Vega:OTTHUMG00000132915	4q26	UDP glycosyltransferase 8	protein-coding	Up	5.36	0.0335
7429	VIL1	D2S1471|VIL	MIM:193040|HGNC:HGNC:12690|Ensembl:ENSG00000127831|Vega:OTTHUMG00000133112	2q35	villin 1	protein-coding	Up	10.76	3.38e-06
7476	WNT7A	-	MIM:601570|HGNC:HGNC:12786|Ensembl:ENSG00000154764|Vega:OTTHUMG00000129803	3p25.1	Wnt family member 7A	protein-coding	Down	-6.1	0.00127
7490	WT1	AWT1|EWS-WT1|GUD|NPHS4|WAGR|WIT-2|WT33	MIM:607102|HGNC:HGNC:12796|Ensembl:ENSG00000184937|Vega:OTTHUMG00000039556	11p13	Wilms tumor 1	protein-coding	Down	-4.92	0.0239
7498	XDH	XAN1|XO|XOR	MIM:607633|HGNC:HGNC:12805|Ensembl:ENSG00000158125|Vega:OTTHUMG00000099385	2p23.1	xanthine dehydrogenase	protein-coding	Up	6.12	2.5e-05
760	CA2	CA-II|CAC|CAII|Car2|HEL-76|HEL-S-282	MIM:611492|HGNC:HGNC:1373|Ensembl:ENSG00000104267|Vega:OTTHUMG00000164944	8q21.2	carbonic anhydrase 2	protein-coding	Down	-2.62	0.0139
768	CA9	CAIX|MN	MIM:603179|HGNC:HGNC:1383|Ensembl:ENSG00000107159|Vega:OTTHUMG00000021029	9p13.3	carbonic anhydrase 9	protein-coding	Up	8.45	4.3e-12
7704	ZBTB16	PLZF|ZNF145	MIM:176797|HGNC:HGNC:12930|Ensembl:ENSG00000109906|Vega:OTTHUMG00000168243	11q23.2	zinc finger and BTB domain containing 16	protein-coding	Down	-6.08	0.000817
771	CA12	CA-XII|CAXII|HsT18816|T18816	MIM:603263|HGNC:HGNC:1371|Ensembl:ENSG00000074410|Vega:OTTHUMG00000132881	15q22.2	carbonic anhydrase 12	protein-coding	Up	4.49	0.0326
7869	SEMA3B	LUCA-1|SEMA5|SEMAA|SemA|semaV	MIM:601281|HGNC:HGNC:10724|Ensembl:ENSG00000012171|Vega:OTTHUMG00000156970	3p21.31	semaphorin 3B	protein-coding	Down	-5.06	0.000168
79054	TRPM8	LTRPC6|TRPP8	MIM:606678|HGNC:HGNC:17961|Ensembl:ENSG00000144481|Vega:OTTHUMG00000059129	2q37.1	transient receptor potential cation channel subfamily M member 8	protein-coding	Up	7.76	1.09e-08
79365	BHLHE41	BHLHB3|DEC2|SHARP1|hDEC2	MIM:606200|HGNC:HGNC:16617|Ensembl:ENSG00000123095|Vega:OTTHUMG00000169174	12p12.1	basic helix-loop-helix family member e41	protein-coding	Down	-3.4	0.00058
79370	BCL2L14	BCLG	MIM:606126|HGNC:HGNC:16657|Ensembl:ENSG00000121380|Vega:OTTHUMG00000159528	12p13.2	BCL2 like 14	protein-coding	Up	5.11	0.0483
79444	BIRC7	KIAP|LIVIN|ML-IAP|MLIAP|RNF50	MIM:605737|HGNC:HGNC:13702|Ensembl:ENSG00000101197|Vega:OTTHUMG00000032957	20q13.33	baculoviral IAP repeat containing 7	protein-coding	Down	-4.82	0.0478
796	CALCA	CALC1|CGRP|CGRP-I|CGRP1|CT|KC|PCT	MIM:114130|HGNC:HGNC:1437|Ensembl:ENSG00000110680|Vega:OTTHUMG00000159731	11p15.2	calcitonin related polypeptide alpha	protein-coding	Up	9.4	6.74e-10
79623	GALNT14	GALNT15|GalNac-T10|GalNac-T14	MIM:608225|HGNC:HGNC:22946|Ensembl:ENSG00000158089|Vega:OTTHUMG00000074077	2p23.1	polypeptide N-acetylgalactosaminyltransferase 14	protein-coding	Up	7.4	1.92e-07
79679	VTCN1	B7-H4|B7H4|B7S1|B7X|B7h.5|PRO1291|VCTN1	MIM:608162|HGNC:HGNC:28873|Ensembl:ENSG00000134258|Vega:OTTHUMG00000012118	1p13.1-p12	V-set domain containing T cell activation inhibitor 1	protein-coding	Up	5.96	0.000518
79733	E2F8	E2F-8	MIM:612047|HGNC:HGNC:24727|Ensembl:ENSG00000129173|Vega:OTTHUMG00000166102	11p15.1	E2F transcription factor 8	protein-coding	Up	6.72	0.0434
7980	TFPI2	PP5|REF1|TFPI-2	MIM:600033|HGNC:HGNC:11761|Ensembl:ENSG00000105825|Vega:OTTHUMG00000022963	7q21.3	tissue factor pathway inhibitor 2	protein-coding	Up	6.41	0.00014
8000	PSCA	PRO232	MIM:602470|HGNC:HGNC:9500|Ensembl:ENSG00000167653|Vega:OTTHUMG00000162077	8q24.3	prostate stem cell antigen	protein-coding	Down	-5.63	7.41e-09
8038	ADAM12	ADAM12-OT1|CAR10|MCMP|MCMPMltna|MLTN|MLTNA	MIM:602714|HGNC:HGNC:190|Ensembl:ENSG00000148848|Vega:OTTHUMG00000019243	10q26.2	ADAM metallopeptidase domain 12	protein-coding	Up	5.58	3.33e-06
8061	FOSL1	FRA|FRA1|fra-1	MIM:136515|HGNC:HGNC:13718|Ensembl:ENSG00000175592|Vega:OTTHUMG00000166715	11q13.1	"FOS like 1, AP-1 transcription factor subunit"	protein-coding	Down	-6.24	0.0015
8091	HMGA2	BABL|HMGI-C|HMGIC|LIPO|STQTL9	MIM:600698|HGNC:HGNC:5009|Ensembl:ENSG00000149948|Vega:OTTHUMG00000168936	12q14.3	high mobility group AT-hook 2	protein-coding	Up	11.14	3.43e-06
8140	SLC7A5	4F2LC|CD98|D16S469E|E16|LAT1|MPE16	MIM:600182|HGNC:HGNC:11063|Ensembl:ENSG00000103257|Vega:OTTHUMG00000137658	16q24.2	solute carrier family 7 member 5	protein-coding	Up	3.1	0.0223
820	CAMP	CAP-18|CAP18|CRAMP|FALL-39|FALL39|HSD26|LL37	MIM:600474|HGNC:HGNC:1472|Ensembl:ENSG00000164047|Vega:OTTHUMG00000133526	3p21.31	cathelicidin antimicrobial peptide	protein-coding	Down	-7.94	0.035
8277	TKTL1	TKR|TKT2	MIM:300044|HGNC:HGNC:11835|Ensembl:ENSG00000007350|Vega:OTTHUMG00000022707	Xq28	transketolase like 1	protein-coding	Up	6.61	0.0285
8326	FZD9	CD349|FZD3	MIM:601766|HGNC:HGNC:4047|Ensembl:ENSG00000188763|Vega:OTTHUMG00000023051	7q11.23	frizzled class receptor 9	protein-coding	Up	5.49	0.0086
83595	SOX7	-	MIM:612202|HGNC:HGNC:18196|Ensembl:ENSG00000171056|Vega:OTTHUMG00000090585	8p23.1	SRY-box 7	protein-coding	Down	-4.45	0.00153
8406	SRPX	DRS|ETX1|HEL-S-83p|SRPX1	MIM:300187|HGNC:HGNC:11309|Ensembl:ENSG00000101955|Vega:OTTHUMG00000021362	Xp11.4	"sushi repeat containing protein, X-linked"	protein-coding	Down	-3.94	0.0383
8445	DYRK2	-	MIM:603496|HGNC:HGNC:3093|Ensembl:ENSG00000127334|Vega:OTTHUMG00000169089	12q15	dual specificity tyrosine phosphorylation regulated kinase 2	protein-coding	Up	3.42	0.025
84525	HOPX	CAMEO|HOD|HOP|LAGY|NECC1|OB1|SMAP31|TOTO	MIM:607275|HGNC:HGNC:24961|Ensembl:ENSG00000171476|Vega:OTTHUMG00000128768	4q12	HOP homeobox	protein-coding	Down	-4.66	0.0481
84700	MYO18B	KFS4	MIM:607295|HGNC:HGNC:18150|Ensembl:ENSG00000133454|Vega:OTTHUMG00000151129	22q12.1	myosin XVIIIB	protein-coding	Up	9.66	0.00193
84879	MFSD2A	MCPH15|MFSD2|NLS1	MIM:614397|HGNC:HGNC:25897|Ensembl:ENSG00000168389|Vega:OTTHUMG00000009293	1p34.2	major facilitator superfamily domain containing 2A	protein-coding	Down	-7.81	0.000166
84951	TNS4	CTEN|PP14434	MIM:608385|HGNC:HGNC:24352|Ensembl:ENSG00000131746|Vega:OTTHUMG00000133330	17q21.2	tensin 4	protein-coding	Up	12.28	7.36e-08
84985	FAM83A	BJ-TSA-9	HGNC:HGNC:28210|Ensembl:ENSG00000147689|Vega:OTTHUMG00000165083	8q24.13	family with sequence similarity 83 member A	protein-coding	Up	8.13	9.54e-09
85477	SCIN	-	MIM:613416|HGNC:HGNC:21695|Ensembl:ENSG00000006747|Vega:OTTHUMG00000152385	7p21.3	scinderin	protein-coding	Up	4.86	0.000447
857	CAV1	BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21	MIM:601047|HGNC:HGNC:1527|Ensembl:ENSG00000105974|Vega:OTTHUMG00000023413	7q31.2	caveolin 1	protein-coding	Down	-4.82	0.0417
8626	TP63	AIS|B(p51A)|B(p51B)|EEC3|KET|LMS|NBP|OFC8|RHS|SHFM4|TP53CP|TP53L|TP73L|p40|p51|p53CP|p63|p73H|p73L	MIM:603273|HGNC:HGNC:15979|Ensembl:ENSG00000073282|Vega:OTTHUMG00000156313	3q28	tumor protein p63	protein-coding	Up	5.76	1.02e-05
8644	AKR1C3	DD3|DDX|HA1753|HAKRB|HAKRe|HSD17B5|PGFS|hluPGFS	MIM:603966|HGNC:HGNC:386|Ensembl:ENSG00000196139|Vega:OTTHUMG00000017585	10p15.1	aldo-keto reductase family 1 member C3	protein-coding	Down	-6.22	0.0249
8788	DLK1	DLK|DLK-1|Delta1|FA1|PREF1|Pref-1|ZOG|pG2	MIM:176290|HGNC:HGNC:2907|Ensembl:ENSG00000185559|Vega:OTTHUMG00000171600	14q32.2	delta like non-canonical Notch ligand 1	protein-coding	Up	10.74	1.47e-11
8840	WISP1	CCN4|WISP1c|WISP1i|WISP1tc	MIM:603398|HGNC:HGNC:12769|Ensembl:ENSG00000104415|Vega:OTTHUMG00000164440	8q24.22	WNT1 inducible signaling pathway protein 1	protein-coding	Up	4.4	0.00124
8842	PROM1	AC133|CD133|CORD12|MCDR2|MSTP061|PROML1|RP41|STGD4	MIM:604365|HGNC:HGNC:9454|Ensembl:ENSG00000007062|Vega:OTTHUMG00000160180	4p15.32	prominin 1	protein-coding	Up	9.75	1.46e-05
8856	NR1I2	BXR|ONR1|PAR|PAR1|PAR2|PARq|PRR|PXR|SAR|SXR	MIM:603065|HGNC:HGNC:7968|Ensembl:ENSG00000144852|Vega:OTTHUMG00000159400	3q13.33	nuclear receptor subfamily 1 group I member 2	protein-coding	Up	7.8	0.000764
8857	FCGBP	FC(GAMMA)BP	HGNC:HGNC:13572|Ensembl:ENSG00000275395|Vega:OTTHUMG00000182580	19q13.2	Fc fragment of IgG binding protein	protein-coding	Up	3.61	0.0068
8862	APLN	APEL|XNPEP2	MIM:300297|HGNC:HGNC:16665|Ensembl:ENSG00000171388|Vega:OTTHUMG00000022371	Xq26.1	apelin	protein-coding	Down	-6.44	5.3e-08
887	CCKBR	CCK-B|CCK2R|GASR	MIM:118445|HGNC:HGNC:1571|Ensembl:ENSG00000110148|Vega:OTTHUMG00000133380	11p15.4	cholecystokinin B receptor	protein-coding	Up	8.57	4.43e-08
890	CCNA2	CCN1|CCNA	MIM:123835|HGNC:HGNC:1578|Ensembl:ENSG00000145386|Vega:OTTHUMG00000133072	4q27	cyclin A2	protein-coding	Up	7.05	0.00648
891	CCNB1	CCNB	MIM:123836|HGNC:HGNC:1579|Ensembl:ENSG00000134057|Vega:OTTHUMG00000097817	5q13.2	cyclin B1	protein-coding	Up	5.11	0.0231
89780	WNT3A	-	MIM:606359|HGNC:HGNC:15983|Ensembl:ENSG00000154342|Vega:OTTHUMG00000037593	1q42.13	Wnt family member 3A	protein-coding	Down	-7.7	3.39e-06
898	CCNE1	CCNE|pCCNE1	MIM:123837|HGNC:HGNC:1589|Ensembl:ENSG00000105173|Vega:OTTHUMG00000177626	19q12	cyclin E1	protein-coding	Up	9.03	5.5e-05
9024	BRSK2	C11orf7|PEN11B|SAD1|SADA|STK29	MIM:609236|HGNC:HGNC:11405|Ensembl:ENSG00000174672|Vega:OTTHUMG00000167089	11p15.5	BR serine/threonine kinase 2	protein-coding	Up	5.48	0.00188
9046	DOK2	p56DOK|p56dok-2	MIM:604997|HGNC:HGNC:2991|Ensembl:ENSG00000147443|Vega:OTTHUMG00000131075	8p21.3	docking protein 2	protein-coding	Down	-4.79	0.017
9052	GPRC5A	GPCR5A|PEIG-1|RAI3|RAIG1|TIG1	MIM:604138|HGNC:HGNC:9836|Ensembl:ENSG00000013588|Vega:OTTHUMG00000168710	12p13.1	G protein-coupled receptor class C group 5 member A	protein-coding	Down	-6.33	0.00778
9071	CLDN10	CPETRL3|OSP-L	HGNC:HGNC:2033|Ensembl:ENSG00000134873|Vega:OTTHUMG00000017217	13q32.1	claudin 10	protein-coding	Up	8.84	3.25e-06
9075	CLDN2	-	MIM:300520|HGNC:HGNC:2041|Ensembl:ENSG00000165376|Vega:OTTHUMG00000022154	Xq22.3	claudin 2	protein-coding	Up	7.56	1.19e-15
9076	CLDN1	CLD1|ILVASC|SEMP1	MIM:603718|HGNC:HGNC:2032|Ensembl:ENSG00000163347|Vega:OTTHUMG00000156214	3q28	claudin 1	protein-coding	Up	3.9	0.00344
90865	IL33	C9orf26|DVS27|IL1F11|NF-HEV|NFEHEV	MIM:608678|HGNC:HGNC:16028|Ensembl:ENSG00000137033|Vega:OTTHUMG00000019516	9p24.1	interleukin 33	protein-coding	Down	-3.37	0.00507
9133	CCNB2	HsT17299	MIM:602755|HGNC:HGNC:1580|Ensembl:ENSG00000157456|Vega:OTTHUMG00000132715	15q22.2	cyclin B2	protein-coding	Up	5.58	0.017
9134	CCNE2	CYCE2	MIM:603775|HGNC:HGNC:1590|Ensembl:ENSG00000175305|Vega:OTTHUMG00000164696	8q22.1	cyclin E2	protein-coding	Up	4.86	0.0479
9156	EXO1	HEX1|hExoI	MIM:606063|HGNC:HGNC:3511|Ensembl:ENSG00000174371|Vega:OTTHUMG00000039965	1q43	exonuclease 1	protein-coding	Up	7.49	0.0174
91937	TIMD4	SMUCKLER|TIM4	MIM:610096|HGNC:HGNC:25132|Ensembl:ENSG00000145850|Vega:OTTHUMG00000130244	5q33.3	T-cell immunoglobulin and mucin domain containing 4	protein-coding	Down	-8.06	0.00768
921	CD5	LEU1|T1	MIM:153340|HGNC:HGNC:1685|Ensembl:ENSG00000110448|Vega:OTTHUMG00000167825	11q12.2	CD5 molecule	protein-coding	Up	3.12	0.0398
9212	AURKB	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	MIM:604970|HGNC:HGNC:11390|Ensembl:ENSG00000178999|Vega:OTTHUMG00000108189	17p13.1	aurora kinase B	protein-coding	Up	9.07	0.00318
92304	SCGB3A1	HIN-1|HIN1|LU105|PnSP-2|UGRP2	MIM:606500|HGNC:HGNC:18384|Ensembl:ENSG00000161055|Vega:OTTHUMG00000130936	5q35.3	secretoglobin family 3A member 1	protein-coding	Down	-9.06	6.61e-07
9254	CACNA2D2	CACNA2D	MIM:607082|HGNC:HGNC:1400|Ensembl:ENSG00000007402|Vega:OTTHUMG00000156887	3p21.31	calcium voltage-gated channel auxiliary subunit alpha2delta 2	protein-coding	Down	-8.39	2.98e-06
9314	KLF4	EZF|GKLF	MIM:602253|HGNC:HGNC:6348|Ensembl:ENSG00000136826|Vega:OTTHUMG00000020449	9q31.2	Kruppel like factor 4	protein-coding	Down	-3.17	0.0011
9332	CD163	M130|MM130|SCARI1	MIM:605545|HGNC:HGNC:1631|Ensembl:ENSG00000177575|Vega:OTTHUMG00000168353	12p13.31	CD163 molecule	protein-coding	Down	-4.15	0.042
9353	SLIT2	SLIL3|Slit-2	MIM:603746|HGNC:HGNC:11086|Ensembl:ENSG00000145147|Vega:OTTHUMG00000128551	4p15.31	slit guidance ligand 2	protein-coding	Down	-4.28	0.0384
9365	KL	-	MIM:604824|HGNC:HGNC:6344|Ensembl:ENSG00000133116|Vega:OTTHUMG00000017408	13q13.1	klotho	protein-coding	Down	-4.01	0.0142
9378	NRXN1	Hs.22998|PTHSL2|SCZD17	MIM:600565|HGNC:HGNC:8008|Ensembl:ENSG00000179915|Vega:OTTHUMG00000129263	2p16.3	neurexin 1	protein-coding	Up	5.75	0.0459
94025	MUC16	CA125	MIM:606154|HGNC:HGNC:15582|Ensembl:ENSG00000181143|Vega:OTTHUMG00000169191	19p13.2	"mucin 16, cell surface associated"	protein-coding	Up	11.75	8.13e-08
94031	HTRA3	Prsp|Tasp	MIM:608785|HGNC:HGNC:30406|Ensembl:ENSG00000170801|Vega:OTTHUMG00000090561	4p16.1	HtrA serine peptidase 3	protein-coding	Up	4.31	0.0395
9447	AIM2	PYHIN4	MIM:604578|HGNC:HGNC:357|Ensembl:ENSG00000163568|Vega:OTTHUMG00000037183	1q23.1-q23.2	absent in melanoma 2	protein-coding	Up	6.31	0.000259
9476	NAPSA	KAP|Kdap|NAP1|NAPA|SNAPA	MIM:605631|HGNC:HGNC:13395|Ensembl:ENSG00000131400|Vega:OTTHUMG00000183035	19q13.33	napsin A aspartic peptidase	protein-coding	Down	-8.23	0.0324
9493	KIF23	CHO1|KNSL5|MKLP-1|MKLP1	MIM:605064|HGNC:HGNC:6392|Ensembl:ENSG00000137807|Vega:OTTHUMG00000172062	15q23	kinesin family member 23	protein-coding	Up	5.21	0.0419
9510	ADAMTS1	C3-C5|METH1	MIM:605174|HGNC:HGNC:217|Ensembl:ENSG00000154734|Vega:OTTHUMG00000078688	21q21.3	ADAM metallopeptidase with thrombospondin type 1 motif 1	protein-coding	Down	-4.66	0.0301
9536	PTGES	MGST-IV|MGST1-L1|MGST1L1|MPGES|PGES|PIG12|PP102|PP1294|TP53I12|mPGES-1	MIM:605172|HGNC:HGNC:9599|Ensembl:ENSG00000148344|Vega:OTTHUMG00000020791	9q34.11	prostaglandin E synthase	protein-coding	Up	5.26	0.0029
9547	CXCL14	BMAC|BRAK|KEC|KS1|MIP-2g|MIP2G|NJAC|SCYB14	MIM:604186|HGNC:HGNC:10640|Ensembl:ENSG00000145824|Vega:OTTHUMG00000129139	5q31.1	C-X-C motif chemokine ligand 14	protein-coding	Up	6.82	8.59e-06
9635	CLCA2	CACC|CACC3|CLCRG2|CaCC-3	MIM:604003|HGNC:HGNC:2016|Ensembl:ENSG00000137975|Vega:OTTHUMG00000010256	1p22.3	chloride channel accessory 2	protein-coding	Down	-5.51	5.47e-05
9636	ISG15	G1P2|IFI15|IMD38|IP17|UCRP|hUCRP	MIM:147571|HGNC:HGNC:4053|Ensembl:ENSG00000187608|Vega:OTTHUMG00000040777	1p36.33	ISG15 ubiquitin-like modifier	protein-coding	Up	3.34	0.0449
9700	ESPL1	ESP1|SEPA	MIM:604143|HGNC:HGNC:16856|Ensembl:ENSG00000135476|Vega:OTTHUMG00000169674	12q13.13	"extra spindle pole bodies like 1, separase"	protein-coding	Up	7.26	0.00735
9718	ECE2	-	MIM:610145|HGNC:HGNC:13275|Ensembl:ENSG00000145194|Vega:OTTHUMG00000150551	3q27.1	endothelin converting enzyme 2	protein-coding	Up	4.56	0.0118
978	CDA	CDD	MIM:123920|HGNC:HGNC:1712|Ensembl:ENSG00000158825|Vega:OTTHUMG00000002845	1p36.12	cytidine deaminase	protein-coding	Up	6.19	4e-05
983	CDK1	CDC2|CDC28A|P34CDC2	MIM:116940|HGNC:HGNC:1722|Ensembl:ENSG00000170312|Vega:OTTHUMG00000018290	10q21.2	cyclin dependent kinase 1	protein-coding	Up	5.79	1.81e-05
9928	KIF14	MKS12	MIM:611279|HGNC:HGNC:19181|Ensembl:ENSG00000118193|Vega:OTTHUMG00000035723	1q32.1	kinesin family member 14	protein-coding	Up	5.07	0.00797
9940	DLEC1	CFAP81|DLC-1|DLC1|F56	MIM:604050|HGNC:HGNC:2899|Ensembl:ENSG00000008226|Vega:OTTHUMG00000131085	3p22.2	deleted in lung and esophageal cancer 1	protein-coding	Down	-5.75	0.00373
9947	MAGEC1	CT7|CT7.1	MIM:300223|HGNC:HGNC:6812|Ensembl:ENSG00000155495|Vega:OTTHUMG00000022569	Xq27.2	MAGE family member C1	protein-coding	Up	5.94	0.00071
